customer_id,first_name,last_name,email,signup_date,city,segment
3987,James,Gregory,james.gregory3987@example.com,2025-01-16,Port Christinemouth,consumer
3859,Kenneth,Newton,kenneth.newton3859@example.com,2025-12-13,West Regina,corporate
772,Joel,Ruiz,joel.ruiz772@example.com,2025-11-01,Michaelfort,home_office
1213,Patricia,Stewart,patricia.stewart1213@example.com,2025-07-29,New Melissa,corporate
2003,Andrea,Paul,andrea.paul2003@example.com,2025-02-06,New Kiaraview,home_office
4629,Sabrina,Perez,sabrina.perez4629@example.com,2025-08-08,Brewerstad,home_office
2466,Peter,Obrien,peter.obrien2466@example.com,2026-05-17,Lake Rebecca,consumer
2392,Jason,Aguilar,jason.aguilar2392@example.com,2024-07-18,Jacquelineshire,home_office
4921,Daniel,Holt,daniel.holt4921@example.com,2026-05-10,Michaelville,home_office
2911,Tyler,Smith,tyler.smith2911@example.com,2024-09-26,South David,corporate
1972,Nancy,Morris,nancy.morris1972@example.com,2026-06-08,East Williammouth,consumer
1646,Joseph,Davis,joseph.davis1646@example.com,2025-05-02,Lake Jason,consumer
1545,George,Potts,george.potts1545@example.com,2025-05-11,West Linda,home_office
2743,Darrell,Torres,darrell.torres2743@example.com,2025-09-16,Port Allisonmouth,consumer
3331,Joshua,Simpson,joshua.simpson.dup@example.com,2026-01-25,East Laura,corporate
3716,John,Ellison,john.ellison3716@example.com,2025-10-15,Andersonside,home_office
1874,Bethany,Williams,bethany.williams1874@example.com,2026-01-21,North Stephanie,consumer
2902,Derek,Cooper,derek.cooper2902@example.com,2026-02-09,Randolphborough,corporate
4601,Melinda,Griffin,melinda.griffin4601@example.com,2025-07-05,Natalietown,home_office
1618,Lisa,Parker,lisa.parker1618@example.com,2025-07-19,East Brian,consumer
1038,James,Downs,james.downs1038@example.com,2024-09-25,Michelleside,corporate
2689,Erik,Gardner,erik.gardner2689@example.com,2024-11-04,Mitchellhaven,consumer
4107,John,Hamilton,john.hamilton4107@example.com,2025-09-01,Jacksonville,home_office
3087,Todd,Pearson,todd.pearson3087@example.com,2026-06-21,East Haley,home_office
1551,Kevin,Hodge,kevin.hodge1551@example.com,2025-03-07,Townsendland,consumer
4960,Daniel,Frey,daniel.frey4960@example.com,2025-09-25,Edwardsview,consumer
1387,Amy,Miller,amy.miller1387@example.com,2025-02-12,North David,corporate
4442,Ryan,Smith,ryan.smith4442@example.com,2026-04-29,New Carla,corporate
2896,James,Smith,james.smith2896@example.com,2025-05-31,Millershire,consumer
1467,April,Lopez,april.lopez1467@example.com,2025-06-06,Port Ronald,consumer
4494,Kimberly,Sutton,kimberly.sutton4494@example.com,2024-11-25,West Jacobhaven,consumer
2306,Elizabeth,Nelson,elizabeth.nelson2306@example.com,2026-02-12,Lake Richard,home_office
3977,Adam,Jones,adam.jones3977@example.com,2025-12-27,Kimburgh,corporate
594,Kenneth,Rodriguez,kenneth.rodriguez594@example.com,2024-08-31,Vanessamouth,corporate
3272,Tom,Gray,tom.gray3272@example.com,2025-02-17,Marshport,corporate
1691,Daniel,Thompson,daniel.thompson1691@example.com,2025-06-10,Gregoryburgh,consumer
2209,Jason,White,jason.white2209@example.com,2025-11-14,Coreychester,consumer
1455,Brooke,Hernandez,brooke.hernandez1455@example.com,2026-01-28,West Oscar,corporate
4887,David,Green,david.green4887@example.com,2024-11-09,East Robertbury,consumer
1310,Matthew,White,matthew.white1310@example.com,2024-07-31,Patrickland,home_office
727,Sandra,Black,sandra.black727@example.com,2025-05-23,Lake Jessicaport,corporate
2330,Christopher,Cole,christopher.cole2330@example.com,2025-12-16,Port Elizabethmouth,corporate
246,Micheal,Valentine,micheal.valentine246@example.com,2025-06-20,Hammondfurt,consumer
1537,Amanda,Jones,amanda.jones1537@example.com,2026-02-02,Wandaborough,corporate
3733,Steven,Dickson,steven.dickson3733@example.com,2025-04-29,Michelleberg,home_office
1370,Melanie,Sanchez,melanie.sanchez1370@example.com,2024-12-12,East Meganville,home_office
98,Susan,Williams,susan.williams98@example.com,2024-08-06,East Mary,consumer
3991,Stephanie,Rivera,stephanie.rivera3991@example.com,2025-12-11,Morrisstad,consumer
3989,Nicole,Butler,nicole.butler3989@example.com,2025-05-07,Andersonville,home_office
4021,Mary,Carter,mary.carter4021_example.com,2025-08-18,North Melinda,consumer
4091,Andrea,Sanchez,andrea.sanchez4091@example.com,2026-02-16,South Jeffery,consumer
2759,Dillon,Prince,dillon.prince2759@example.com,2026-02-20,Port Loriport,corporate
2830,George,Shah,george.shah2830@example.com,2025-01-01,West Alyssa,consumer
389,Jennifer,Nichols,jennifer.nichols389@example.com,2025-02-20,New Lisachester,consumer
2518,Steven,Gibson,steven.gibson2518@example.com,2026-01-15,Lake Johnton,consumer
1669,Joyce,Sanchez,joyce.sanchez1669@example.com,2026-04-11,East Melissaport,consumer
2229,Rachel,Giles,rachel.giles2229@example.com,2025-03-18,Chaseberg,home_office
4885,Albert,Jones,albert.jones4885@example.com,2026-01-06,Timothyfort,corporate
1945,Cory,Costa,cory.costa1945@example.com,2025-10-03,Bennettchester,corporate
3651,Jennifer,Sanchez,jennifer.sanchez3651@example.com,2025-12-13,Jesseside,home_office
553,Charles,Jackson,charles.jackson553@example.com,2025-04-30,Lake Charles,corporate
2723,Kimberly,Cortez,kimberly.cortez2723@example.com,2025-08-24,North Rhondaborough,home_office
3189,Robert,Taylor,robert.taylor3189@example.com,2026-04-17,Shelleyside,corporate
2355,Ivan,Davis,ivan.davis2355@example.com,2025-05-12,Hernandezmouth,consumer
346,Steven,Moore,steven.moore346@example.com,2025-12-27,Hannahport,corporate
4827,Nicole,Zamora,nicole.zamora4827@example.com,2025-06-19,Taylorborough,home_office
4906,Jodi,Powers,jodi.powers4906@example.com,2026-05-15,Port Victoria,corporate
2838,Mark,Chavez,mark.chavez2838@example.com,2025-03-23,Jamesborough,corporate
3719,Sean,Cook,sean.cook3719@example.com,2025-10-20,Edwardsberg,consumer
1272,Laurie,Gutierrez, laurie.gutierrez1272@example.com  ,2025-05-26,Cranehaven,home_office
1815,Alicia,Palmer,alicia.palmer1815@example.com,2024-11-25,West Diana,consumer
4704,Caroline,Mendoza,,2025-05-27,New Courtneyview,corporate
3487,Kevin,Espinoza,kevin.espinoza3487@example.com,2024-12-20,Jonesmouth,corporate
4246,Jason,Montgomery,jason.montgomery4246@example.com,2025-07-28,Millerton,corporate
4477,Veronica,Rodgers,veronica.rodgers4477@example.com,2025-10-22,South Kaitlynshire,consumer
2634,Jennifer,Floyd,jennifer.floyd2634@example.com,2026-05-18,Markchester,home_office
261,Amy,Hartman,amy.hartman261@example.com,2025-08-11,South Morganton,corporate
4945,Jennifer,Cole,jennifer.cole4945@example.com,2024-09-04,Kathrynville,home_office
494,Jose,Proctor,jose.proctor494@example.com,2025-11-12,South Spencerstad,home_office
3931,Rodney,Lamb,rodney.lamb3931@example.com,2025-03-15,Brownhaven,consumer
1345,Lindsey,Mooney,lindsey.mooney1345@example.com,2025-01-04,Rosariobury,consumer
1282,Matthew,Reid,matthew.reid1282@example.com,2024-07-31,Port Amberview,consumer
4164,Susan,Hill,susan.hill4164@example.com,2026-03-22,West Brandonshire,home_office
815,David,Olson,david.olson815@example.com,2025-03-02,West Paige,home_office
2000,Michael,Cox,michael.cox2000@example.com,2026-03-04,Gallegosburgh,home_office
2832,Michael,Lynn,michael.lynn2832@example.com,2025-07-28,Stephanieside,corporate
3076,Kenneth,Guzman,kenneth.guzman3076@example.com,2026-03-13,North Amberside,home_office
3395,Christine,Mcdonald,christine.mcdonald3395@example.com,2025-06-23,Wilsonhaven,consumer
4848,Dorothy,Fernandez,dorothy.fernandez4848@example.com,2025-07-14,Moorehaven,home_office
4783,Drew,Munoz,drew.munoz4783@example.com,2024-07-15,Fisherfort,corporate
3027,Molly,Bruce,molly.bruce3027@example.com,2024-09-10,East Sherylberg,corporate
2184,Garrett,Moore,garrett.moore2184@example.com,2025-12-23,Lake Cynthia,consumer
1956,Nicholas,Sherman,nicholas.sherman1956@example.com,2024-11-15,East Jamesville,home_office
4027,Dennis,Hardy,dennis.hardy4027@example.com,2024-12-30,Wilsonhaven,corporate
2222,Stephanie,Olsen,stephanie.olsen2222@example.com,2026-06-02,Christinaland,consumer
4010,Brandon,Barrett,brandon.barrett4010@example.com,2025-06-13,East Jenniferview,home_office
2220,James,Davis,james.davis2220@example.com,2025-10-20,Phelpsberg,home_office
653,James,Morgan,james.morgan653@example.com,2026-02-21,Williamsshire,consumer
1232,Matthew,Ford,matthew.ford1232@example.com,2025-01-03,South Alison,consumer
2932,Gregory,Padilla,gregory.padilla2932@example.com,2024-08-01,New Ryanstad,consumer
2260,Rhonda,Hart,rhonda.hart2260@example.com,2026-01-09,Shermanborough,consumer
4183,David,Campbell,david.campbell4183@example.com,2024-08-19,Lake Johnmouth,consumer
4399,Fernando,Rosales,fernando.rosales4399@example.com,2025-05-25,Port David,home_office
3756,Robert,Smith,robert.smith3756@example.com,2025-08-27,South Todd,home_office
352,Tracy,Nolan,tracy.nolan352@example.com,2025-06-24,South Davidchester,home_office
1415,Holly,Davis,holly.davis1415@example.com,2026-01-06,East Nicoleburgh,corporate
1255,William,Matthews,william.matthews1255@example.com,2025-12-27,Sandramouth,corporate
3031,Mikayla,Peters,mikayla.peters3031@example.com,2025-05-03,Port Charles,home_office
4429,Richard,Lopez,richard.lopez4429@example.com,2025-07-05,Edwardchester,corporate
153,Tyler,Johnson,tyler.johnson153@example.com,2025-08-07,Mollymouth,consumer
515,Margaret,Terry,margaret.terry515@example.com,2024-08-13,Port Melissa,consumer
2326,Andrea,Anderson,andrea.anderson2326@example.com,2026-07-02,Lake Ashleyport,corporate
1846,Michael,Cooper,michael.cooper1846@example.com,2026-06-26,East Jesseshire,home_office
4426,Kelsey,Parks,kelsey.parks4426@example.com,2025-12-26,Port Jeffrey,home_office
1510,Matthew,Gregory,matthew.gregory1510@example.com,2025-04-09,Myershaven,corporate
3089,Sandra,Norton,sandra.norton3089@example.com,2025-04-28,South Cameronstad,consumer
4929,James,Lewis,james.lewis4929@example.com,2025-06-06,New Bobbyshire,home_office
1686,Tara,Davis,tara.davis1686@example.com,2024-12-29,South Heather,consumer
2804,Amber,West,amber.west2804@example.com,2024-10-02,Richardberg,consumer
747,Jeffrey,Miller,jeffrey.miller747@example.com,2024-08-11,Ariasfurt,home_office
2636,Jamie,Gomez,jamie.gomez2636@example.com,2026-05-19,South Tracy,home_office
1769,Brandy,Freeman,brandy.freeman1769@example.com,2025-01-21,Rodrigueztown,corporate
1195,Christopher,Richardson,christopher.richardson1195@example.com,2025-05-14,Duffyshire,consumer
4648,Christina,Barron,christina.barron4648@example.com,2025-05-25,Christinaport,consumer
3558,Jessica,Anderson,jessica.anderson3558@example.com,2024-12-13,Tinaview,corporate
4623,Joshua,Olson,joshua.olson4623@example.com,2025-01-16,Thompsonberg,consumer
2343,Danielle,Robinson,danielle.robinson2343@example.com,2025-01-23,Jillhaven,consumer
2762,Michael,Rhodes,michael.rhodes2762@example.com,2025-06-15,Claytonside,home_office
539,Brian,Hernandez,brian.hernandez539@example.com,2026-01-11,Port Daniel,home_office
142,James,Dunn,james.dunn142@example.com,2026-07-03,Samuelfort,home_office
1856,Barry,Young,barry.young1856@example.com,2025-06-19,Bentontown,consumer
2949,John,Rivas,john.rivas2949@example.com,2026-02-25,Samuelborough,consumer
1814,Michael,Foley,michael.foley1814@example.com,2025-08-07,West Rachel,consumer
4798,Wyatt,Thomas,wyatt.thomas4798@example.com,2026-04-28,East Kendra,home_office
1309,Catherine,Morales,catherine.morales1309@example.com,2024-08-16,Atkinstown,home_office
3729,Joseph,Lee,joseph.lee3729@example.com,2026-01-11,North Michaelbury,consumer
3084,Sara,Roach,sara.roach3084@example.com,2025-05-27,Stephaniemouth,corporate
2233,Lori,Walker,lori.walker2233@example.com,2025-02-07,South Christinefort,consumer
362,Christina,Mayer,christina.mayer362@example.com,2026-06-03,East Jamieville,corporate
3583,Tyler,Barker,tyler.barker3583@example.com,2026-06-15,South Jeremy,corporate
4985,Sean,Matthews,sean.matthews4985@example.com,2024-07-14,Larryton,consumer
456,Kelly,Armstrong,kelly.armstrong456@example.com,2026-05-10,East Sydneychester,home_office
